timestamp,test-class,test-method,time,description,result
2021-09-09 18:55:23.279,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,32906,"[1] recordIndex=0, author=JoanMir, info=null, text=Empty corchu, budget=null, important=false, evaluationdate=null",Record index 0 is out of range
2021-09-09 18:55:56.411,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,32916,"[2] recordIndex=0, author=JoanMir, info=https://corframework.com, text=Empty corchu, budget=null, important=false, evaluationdate=null",Record index 0 is out of range
2021-09-09 18:56:00.739,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,4139,"[3] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR 20.00, important=true, evaluationdate=2022/04/09 00:00",OK
2021-09-09 18:56:04.107,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,3202,"[4] recordIndex=0, author=Joselu, info=null, text=Sin fecha, budget=EUR 20.00, important=false, evaluationdate=null",Expected value 'Sin fecha' in attribute 2 of record 0, but found 'Prueba el omori'
2021-09-09 18:56:08.343,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,4054,"[5] recordIndex=0, author=Joselu, info=null, text=Sin money, budget=null, important=false, evaluationdate=2022/04/09 00:00",OK
2021-09-09 18:56:12.624,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,4101,"[6] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, budget=USD 20.00, important=false, evaluationdate=2022/05/06 00:00",OK
2021-09-09 18:56:16.946,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,4160,"[7] recordIndex=0, author=Jose M, info=null, text=*trabajando*, budget=GBP 10.00, important=true, evaluationdate=2022/04/14 00:00",OK
2021-09-09 18:56:21.255,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,4145,"[8] recordIndex=0, author=Juan Gil, info=null, text=*descansando*, budget=EUR 0.00, important=true, evaluationdate=2022/05/20 00:00",OK
2021-09-09 18:56:25.591,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,4156,"[9] recordIndex=0, author=Andres, info=null, text=*testing positive*, budget=USD 9.02, important=true, evaluationdate=2021/12/12 09:20",OK
2021-09-09 18:56:29.879,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,4126,"[10] recordIndex=0, author=Leiva, info=null, text=*min money amount positive*, budget=EUR 3.01, important=true, evaluationdate=2021/12/12 09:20",OK
2021-09-09 18:56:34.135,acme.testing.anonymous.corchu.AnonymousCreateCorchuTest,CreatePositive,4073,"[11] recordIndex=0, author=Nicolas, info=null, text=*programando*, budget=EUR 23.01, important=false, evaluationdate=2023/09/12 10:20",OK
