timestamp,test-class,test-method,time,description,result
2021-08-18 19:19:33.364,acme.testing.anonymous.huston.AdministratorDashboardHustonShowTest,showNegativeCase,1996,"showNegativeCase()",OK
2021-08-18 19:19:35.538,acme.testing.anonymous.huston.AdministratorDashboardHustonShowTest,show,1957,"show()",OK
2021-08-18 19:19:46.451,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreatePositive,4164,"[1] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR 20.00, deadline=null, important=true",OK
2021-08-18 19:19:50.864,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreatePositive,4185,"[2] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, budget=USD 20.00, deadline=2021/11/01 00:00, important=false",OK
2021-08-18 19:19:55.404,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreatePositive,4227,"[3] recordIndex=0, author=Jose M, info=null, text=*trabajando*, budget=GBP 10.00, deadline=2022/09/01 00:00, important=true",OK
2021-08-18 19:19:57.623,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreateNegative,1979,"[1] recordIndex=0, author=null, info=null, text=null, budget=null, deadline=null, important=false",OK
2021-08-18 19:19:59.827,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreateNegative,1982,"[2] recordIndex=0, author=null, info=null, text=autor vacio, budget=null, deadline=null, important=false",OK
2021-08-18 19:20:02.134,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreateNegative,2086,"[3] recordIndex=0, author=texto vacio, info=null, text=null, budget=null, deadline=null, important=false",OK
2021-08-18 19:20:04.376,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreateNegative,2023,"[4] recordIndex=0, author=Nicol, info=nolink, text=link mal, budget=null, deadline=null, important=false",OK
2021-08-18 19:20:06.623,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreateNegative,2027,"[5] recordIndex=0, author=Jose, info=null, text=autor menor de 5, budget=null, deadline=null, important=false",OK
2021-08-18 19:20:08.866,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreateNegative,2038,"[6] recordIndex=0, author=qwertyuioplkjhgfdsdfghbvfdertgfertgvfdergvferftgvfreftgvfrfgvfrfgrftgfrftgfrthgbvfrtghbvgfrtghbgvftghbvgftghgb, info=null, text=autor mayor de 25, budget=null, deadline=null, important=false",OK
2021-08-18 19:20:11.333,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreateNegative,2247,"[7] recordIndex=0, author=texto mayor de cien, info=null, text=frhjbrehfjbsjhkfdshjgfsdjhbgshbjgfsjhbgfhbjgfhbjgfdjhbgfdjhbgfdhbjfdghbjfdghbjgfdbjhfdgbjhfdvjhbfdvhbjfdvhbjfdhvbjvfdhbjhvfdbjhbgfjvhbjgfdbjhgfbhjgfbhjfdjhbfdvhbjdfvhbjdvfhbjfvhbjvfbhjvfdbhjvfdhbjfvdbjhfvbhjfdhbjfdbjhfdhbjefrdhbjefrdshbjfrdbjhfrbhjfrehbjfrehbjefrhebjfrehbjfrebjhfrbjhfrehbjfrehbjfrehbjfrehbjefrhbjfrebjhfrehbjefrhbjferhbjfrehbjfrehbjferhbjfrehbjfrehbjfrehbjefrhbjefrhbjefrbhjefrhbjefrbjhefrbjhfrejhbfrehbjfrebjhefrbhjefrhbjfrehbjefrhbjfrehbjefrjhbefrbjhefrbjherfhbjfrehbjfrwehbjefrjhbefrhbjefrb…, budget=null, deadline=null, important=false",OK
2021-08-18 19:20:13.664,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreateNegative,2125,"[8] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=Bitcoin 20.00, deadline=null, important=true",OK
2021-08-18 19:20:15.958,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreateNegative,2088,"[9] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR -20.00, deadline=null, important=true",OK
2021-08-18 19:20:18.255,acme.testing.anonymous.huston.AnonymousCreateHustonTest,CreateNegative,2092,"[10] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR 20.00, deadline=2021/08/20 00:00, important=false",OK
2021-08-18 19:20:26.463,acme.testing.anonymous.huston.AnonymousListHustonTest,list,4179,"[1] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR 20.00, deadline=null, important=true",OK
2021-08-18 19:20:30.813,acme.testing.anonymous.huston.AnonymousListHustonTest,list,4123,"[2] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, budget=USD 20.00, deadline=2021/11/01 00:00, important=false",OK
2021-08-18 19:20:35.187,acme.testing.anonymous.huston.AnonymousListHustonTest,list,4178,"[3] recordIndex=0, author=Jose M, info=null, text=*trabajando*, budget=GBP 10.00, deadline=2022/09/01 00:00, important=true",OK
2021-08-18 19:20:38.12,acme.testing.anonymous.huston.AnonymousListHustonTest,ListNegativeCase,2737,"ListNegativeCase()",OK
