timestamp,test-class,test-method,time,description,result
2021-09-05 13:40:29.915,acme.testing.anonymous.entityToChange.AdministratorDashboardEntityToChangeShowTest,showNegativeCase,2682,"showNegativeCase()",OK
2021-09-05 13:40:31.76,acme.testing.anonymous.entityToChange.AdministratorDashboardEntityToChangeShowTest,show,1627,"show()",OK
2021-09-05 13:40:41.103,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,3770,"[1] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, moneyAttributeToChange=EUR 20.00, flag=true, dateAttributeToChange=2022/04/09 00:00",OK
2021-09-05 13:40:44.311,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2982,"[2] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, moneyAttributeToChange=USD 20.00, flag=false, dateAttributeToChange=2022/05/06 00:00",OK
2021-09-05 13:40:47.393,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2894,"[3] recordIndex=0, author=Jose M, info=null, text=*trabajando*, moneyAttributeToChange=GBP 10.00, flag=true, dateAttributeToChange=2022/04/14 00:00",OK
2021-09-05 13:40:50.276,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2668,"[4] recordIndex=0, author=Juan Gil, info=null, text=*descansando*, moneyAttributeToChange=EUR 0.00, flag=true, dateAttributeToChange=2022/05/20 00:00",OK
2021-09-05 13:40:51.882,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1408,"[1] recordIndex=0, author=null, info=null, text=null, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 13:40:53.508,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1404,"[2] recordIndex=0, author=null, info=null, text=autor vacio, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 13:40:55.249,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1517,"[3] recordIndex=0, author=texto vacio, info=null, text=null, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 13:40:56.972,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1480,"[4] recordIndex=0, author=Nicol, info=nolink, text=link mal, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
