timestamp,test-class,test-method,time,description,result
2021-06-24 18:38:02.197,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,4805,"[1] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, moneyAttributeToChange=EUR 20.00, flag=true",OK
2021-06-24 18:38:04.989,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2546,"[2] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, moneyAttributeToChange=USD 20.00, flag=false",OK
2021-06-24 18:38:08.318,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,3124,"[3] recordIndex=0, author=Jose M, info=null, text=*trabajando*, moneyAttributeToChange=EUR 10.00, flag=true",OK
2021-06-24 18:38:09.909,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1373,"[1] recordIndex=0, author=null, info=null, text=null, moneyAttributeToChange=null, flag=null",OK
2021-06-24 18:38:11.482,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1364,"[2] recordIndex=0, author=null, info=null, text=autor vacio, moneyAttributeToChange=null, flag=null",OK
2021-06-24 18:38:13.113,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1382,"[3] recordIndex=0, author=texto vacio, info=null, text=null, moneyAttributeToChange=null, flag=null",OK
2021-06-24 18:38:14.887,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1533,"[4] recordIndex=0, author=Nicol, info=nolink, text=link mal, moneyAttributeToChange=null, flag=null",OK
2021-06-24 18:38:16.545,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1449,"[5] recordIndex=0, author=Jose, info=null, text=autor menor de 5, moneyAttributeToChange=null, flag=null",OK
2021-06-24 18:38:18.183,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1407,"[6] recordIndex=0, author=qwertyuioplkjhgfdsdfghbvfdertgfertgvfdergvferftgvfreftgvfrfgvfrfgrftgfrftgfrthgbvfrtghbvgfrtghbgvftghbvgftghgb, info=null, text=autor mayor de 25, moneyAttributeToChange=null, flag=null",OK
2021-06-24 18:38:20.133,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1723,"[7] recordIndex=0, author=texto mayor de cien, info=null, text=frhjbrehfjbsjhkfdshjgfsdjhbgshbjgfsjhbgfhbjgfhbjgfdjhbgfdjhbgfdhbjfdghbjfdghbjgfdbjhfdgbjhfdvjhbfdvhbjfdvhbjfdhvbjvfdhbjhvfdbjhbgfjvhbjgfdbjhgfbhjgfbhjfdjhbfdvhbjdfvhbjdvfhbjfvhbjvfbhjvfdbhjvfdhbjfvdbjhfvbhjfdhbjfdbjhfdhbjefrdhbjefrdshbjfrdbjhfrbhjfrehbjfrehbjefrhebjfrehbjfrebjhfrbjhfrehbjfrehbjfrehbjfrehbjefrhbjfrebjhfrehbjefrhbjferhbjfrehbjfrehbjferhbjfrehbjfrehbjfrehbjefrhbjefrhbjefrbhjefrhbjefrbjhefrbjhfrejhbfrehbjfrebjhefrbhjefrhbjfrehbjefrhbjfrehbjefrjhbefrbjhefrbjherfhbjfrehbjfrwehbjefrjhbefrhbjefrb…, moneyAttributeToChange=null, flag=null",OK
2021-06-24 18:38:21.846,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1459,"[8] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, moneyAttributeToChange=Bitcoin 20.00, flag=true",OK
2021-06-24 18:38:28.065,acme.testing.anonymous.entityToChange.AnonymousListEntityToChangeTest,list,2613,"[1] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, moneyAttributeToChange=EUR 20.00, flagAttributeToChange=true",OK
2021-06-24 18:38:30.641,acme.testing.anonymous.entityToChange.AnonymousListEntityToChangeTest,list,2367,"[2] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, moneyAttributeToChange=USD 20.00, flagAttributeToChange=false",OK
2021-06-24 18:38:33.397,acme.testing.anonymous.entityToChange.AnonymousListEntityToChangeTest,list,2541,"[3] recordIndex=0, author=Jose M, info=null, text=*trabajando*, moneyAttributeToChange=EUR 10.00, flagAttributeToChange=true",OK
2021-06-24 18:38:36.973,acme.testing.anonymous.entityToChange.AnonymousListEntityToChangeTest,ListNegativeCase,3366,"ListNegativeCase()",OK
2021-06-24 18:38:54.533,acme.testing.anonymous.entityToChange.AdministratorDashboardEntityToChangeShowTest,showNegativeCase,1900,"showNegativeCase()",OK
2021-06-24 18:38:56.42,acme.testing.anonymous.entityToChange.AdministratorDashboardEntityToChangeShowTest,show,1674,"show()",OK
