timestamp,test-class,test-method,time,description,result
2021-06-09 12:09:37.542,acme.testing.anonymous.deolet.AdministratorDashboardDeoletShowTest,showNegativeCase,1766,"showNegativeCase()",OK
2021-06-09 12:10:09.054,acme.testing.anonymous.deolet.AdministratorDashboardDeoletShowTest,show,31299,"show()",Element 'By.xpath: /html/body/div[2]/div/table/tbody/tr[1]/td[normalize-space(text()) = '2.00']' is expected
2021-06-09 12:10:17.701,acme.testing.anonymous.deolet.AnonymousListDeoletTest,list,3410,"[1] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR 20.00, important=true",OK
2021-06-09 12:10:20.175,acme.testing.anonymous.deolet.AnonymousListDeoletTest,list,2268,"[2] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, budget=USD 20.00, important=false",OK
2021-06-09 12:10:23.29,acme.testing.anonymous.deolet.AnonymousListDeoletTest,list,2869,"[3] recordIndex=0, author=Jose M, info=null, text=*trabajando*, budget=EUR 10.00, important=true",OK
2021-06-09 12:10:26.485,acme.testing.anonymous.deolet.AnonymousListDeoletTest,ListNegativeCase,2959,"ListNegativeCase()",OK
2021-06-09 12:10:44.494,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreatePositive,2327,"[1] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR 20.00, important=true",OK
2021-06-09 12:10:47.939,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreatePositive,3219,"[2] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, budget=USD 20.00, important=false",OK
2021-06-09 12:10:50.484,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreatePositive,2323,"[3] recordIndex=0, author=Jose M, info=null, text=*trabajando*, budget=EUR 10.00, important=true",OK
2021-06-09 12:10:51.989,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1290,"[1] recordIndex=0, author=null, info=null, text=null, budget=null, important=null",OK
2021-06-09 12:10:53.484,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1290,"[2] recordIndex=0, author=null, info=null, text=autor vacio, budget=null, important=null",OK
2021-06-09 12:10:54.99,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1313,"[3] recordIndex=0, author=texto vacio, info=null, text=null, budget=null, important=null",OK
2021-06-09 12:10:56.466,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1274,"[4] recordIndex=0, author=Nicol, info=nolink, text=link mal, budget=null, important=null",OK
2021-06-09 12:10:57.953,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1295,"[5] recordIndex=0, author=Jose, info=null, text=autor menor de 5, budget=null, important=null",OK
2021-06-09 12:10:59.459,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1318,"[6] recordIndex=0, author=qwertyuioplkjhgfdsdfghbvfdertgfertgvfdergvferftgvfreftgvfrfgvfrfgrftgfrftgfrthgbvfrtghbvgfrtghbgvftghbvgftghgb, info=null, text=autor mayor de 25, budget=null, important=null",OK
2021-06-09 12:11:01.224,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1561,"[7] recordIndex=0, author=texto mayor de cien, info=null, text=frhjbrehfjbsjhkfdshjgfsdjhbgshbjgfsjhbgfhbjgfhbjgfdjhbgfdjhbgfdhbjfdghbjfdghbjgfdbjhfdgbjhfdvjhbfdvhbjfdvhbjfdhvbjvfdhbjhvfdbjhbgfjvhbjgfdbjhgfbhjgfbhjfdjhbfdvhbjdfvhbjdvfhbjfvhbjvfbhjvfdbhjvfdhbjfvdbjhfvbhjfdhbjfdbjhfdhbjefrdhbjefrdshbjfrdbjhfrbhjfrehbjfrehbjefrhebjfrehbjfrebjhfrbjhfrehbjfrehbjfrehbjfrehbjefrhbjfrebjhfrehbjefrhbjferhbjfrehbjfrehbjferhbjfrehbjfrehbjfrehbjefrhbjefrhbjefrbhjefrhbjefrbjhefrbjhfrejhbfrehbjfrebjhefrbhjefrhbjfrehbjefrhbjfrehbjefrjhbefrbjhefrbjherfhbjfrehbjfrwehbjefrjhbefrhbjefrb…, budget=null, important=null",OK
2021-06-09 12:11:02.764,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1348,"[8] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=Bitcoin 20.00, important=true",OK
