timestamp,test-class,test-method,time,description,result
2021-09-05 14:27:34.177,acme.testing.anonymous.entityToChange.AdministratorDashboardEntityToChangeShowTest,showNegativeCase,1809,"showNegativeCase()",OK
2021-09-05 14:27:36.013,acme.testing.anonymous.entityToChange.AdministratorDashboardEntityToChangeShowTest,show,1620,"show()",OK
2021-09-05 14:27:44.308,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2800,"[1] recordIndex=0, author=JoanMir, info=null, text=Empty entityToChange, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:27:47.277,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2787,"[2] recordIndex=0, author=JoanMir, info=https://corframework.com, text=Empty entityToChange, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:27:50.373,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2903,"[3] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, moneyAttributeToChange=EUR 20.00, flag=true, dateAttributeToChange=2022/04/09 00:00",OK
2021-09-05 14:27:53.553,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2955,"[4] recordIndex=0, author=Joselu, info=null, text=Sin fecha, moneyAttributeToChange=EUR 20.00, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:27:56.5,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2768,"[5] recordIndex=0, author=Joselu, info=null, text=Sin money, moneyAttributeToChange=null, flag=false, dateAttributeToChange=2022/04/09 00:00",OK
2021-09-05 14:27:59.313,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2625,"[6] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, moneyAttributeToChange=USD 20.00, flag=false, dateAttributeToChange=2022/05/06 00:00",OK
2021-09-05 14:28:02.437,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2913,"[7] recordIndex=0, author=Jose M, info=null, text=*trabajando*, moneyAttributeToChange=GBP 10.00, flag=true, dateAttributeToChange=2022/04/14 00:00",OK
2021-09-05 14:28:05.51,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2903,"[8] recordIndex=0, author=Juan Gil, info=null, text=*descansando*, moneyAttributeToChange=EUR 0.00, flag=true, dateAttributeToChange=2022/05/20 00:00",OK
2021-09-05 14:28:08.478,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2781,"[9] recordIndex=0, author=Juan Gil, info=null, text=*testing positive*, moneyAttributeToChange=EUR 0.02, flag=true, dateAttributeToChange=2021/12/12 09:20",OK
2021-09-05 14:28:11.316,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2666,"[10] recordIndex=0, author=Juan Gil, info=null, text=*min money amount positive*, moneyAttributeToChange=EUR 0.01, flag=true, dateAttributeToChange=2021/12/12 09:20",OK
2021-09-05 14:28:12.942,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1448,"[1] recordIndex=0, author=null, info=null, text=null, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:28:14.561,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1386,"[2] recordIndex=0, author=null, info=null, text=autor vacio, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:28:16.275,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1520,"[3] recordIndex=0, author=texto vacio, info=null, text=null, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:28:17.922,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1457,"[4] recordIndex=0, author=Nicol, info=linkmalformado.com, text=link mal, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:28:19.678,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1564,"[5] recordIndex=0, author=Jose, info=null, text=autor menor de 5, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:28:21.253,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1399,"[6] recordIndex=0, author=qwertyuioplkjhgfdsdfghbvfdertgfertgvfdergvferftgvfreftgvfrfgvfrfgrftgfrftgfrthgbvfrtghbvgfrtghbgvftghbvgftghgb, info=null, text=autor mayor de 25, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
