timestamp,test-class,test-method,time,description,result
2021-09-10 09:28:07.714,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4231,"[1] recordIndex=0, author=JoanMir, info=null, text=Empty quart, budget=null, important=false, deadLine=2022/04/09 00:00",OK
2021-09-10 09:28:12.12,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4161,"[2] recordIndex=0, author=JoanMir, info=https://corframework.com, text=Empty quart, budget=null, important=false, deadLine=2022/04/09 00:00",OK
2021-09-10 09:28:16.597,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4236,"[3] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR 20.00, important=true, deadLine=2022/04/09 00:00",OK
2021-09-10 09:28:20.929,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4103,"[4] recordIndex=0, author=Joselu, info=null, text=Sin fecha, budget=EUR 20.00, important=false, deadLine=2022/04/09 00:00",OK
2021-09-10 09:28:25.246,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4103,"[5] recordIndex=0, author=Joselu, info=null, text=Sin money, budget=null, important=false, deadLine=2022/04/09 00:00",OK
2021-09-10 09:28:29.55,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4093,"[6] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, budget=USD 20.00, important=false, deadLine=2022/05/06 00:00",OK
2021-09-10 09:28:33.989,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4200,"[7] recordIndex=0, author=Jose M, info=null, text=*trabajando*, budget=GBP 10.00, important=true, deadLine=2022/04/14 00:00",OK
2021-09-10 09:28:38.39,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4185,"[8] recordIndex=0, author=Juan Gil, info=null, text=*descansando*, budget=EUR 0.00, important=true, deadLine=2022/05/20 00:00",OK
2021-09-10 09:28:42.797,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4192,"[9] recordIndex=0, author=Andres, info=null, text=*testing positive*, budget=USD 9.02, important=true, deadLine=2021/12/12 09:20",OK
2021-09-10 09:28:47.188,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4181,"[10] recordIndex=0, author=Leiva, info=null, text=*min money amount positive*, budget=EUR 3.01, important=true, deadLine=2021/12/12 09:20",OK
2021-09-10 09:28:51.554,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4123,"[11] recordIndex=0, author=Nicolas, info=null, text=*programando*, budget=EUR 23.01, important=false, deadLine=2023/09/12 10:20",OK
2021-09-10 09:28:56.028,acme.testing.anonymous.quart.AnonymousListQuartTest,list,4200,"[12] recordIndex=0, author=Alberto, info=null, text=*estudiando*, budget=GBP 40.30, important=true, deadLine=2023/03/12 10:20",OK
