timestamp,test-class,test-method,time,description,result
2021-09-10 09:29:59.539,acme.testing.anonymous.gusit.AdministratorDashboardGusitShowTest,showNegativeCase,2415,"showNegativeCase()",OK
2021-09-10 09:30:01.289,acme.testing.anonymous.gusit.AdministratorDashboardGusitShowTest,show,1550,"show()",OK
2021-09-10 09:30:08.998,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,3248,"[1] recordIndex=0, author=JoanMir, info=null, text=Empty gusit, budget=null, important=false, deadline=2022/04/09 00:00",OK
2021-09-10 09:30:11.384,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2182,"[2] recordIndex=0, author=JoanMir, info=https://corframework.com, text=Empty gusit, budget=null, important=false, deadline=2022/04/09 00:00",OK
2021-09-10 09:30:13.775,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2225,"[3] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR 20.00, important=true, deadline=2022/04/09 00:00",OK
2021-09-10 09:30:17.448,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,3506,"[4] recordIndex=0, author=Joselu, info=null, text=Sin fecha, budget=EUR 20.00, important=false, deadline=2022/04/09 00:00",OK
2021-09-10 09:30:19.76,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2110,"[5] recordIndex=0, author=Joselu, info=null, text=Sin money, budget=null, important=false, deadline=2022/04/09 00:00",OK
2021-09-10 09:30:22.155,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2206,"[6] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, budget=USD 20.00, important=false, deadline=2022/05/06 00:00",OK
2021-09-10 09:30:24.393,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2070,"[7] recordIndex=0, author=Jose M, info=null, text=*trabajando*, budget=GBP 10.00, important=true, deadline=2022/04/14 00:00",OK
2021-09-10 09:30:26.681,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2127,"[8] recordIndex=0, author=Juan Gil, info=null, text=*descansando*, budget=EUR 0.00, important=true, deadline=2022/05/20 00:00",OK
2021-09-10 09:30:28.928,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2090,"[9] recordIndex=0, author=Andres, info=null, text=*testing positive*, budget=USD 9.02, important=true, deadline=2021/12/12 09:20",OK
2021-09-10 09:30:31.231,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2121,"[10] recordIndex=0, author=Leiva, info=null, text=*min money amount positive*, budget=EUR 3.01, important=true, deadline=2021/12/12 09:20",OK
2021-09-10 09:30:33.534,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2140,"[11] recordIndex=0, author=Nicolas, info=null, text=*programando*, budget=EUR 23.01, important=false, deadline=2023/09/12 10:20",OK
2021-09-10 09:30:35.869,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2171,"[12] recordIndex=0, author=Alberto, info=null, text=*estudiando*, budget=GBP 40.30, important=true, deadline=2023/03/12 10:20",OK
2021-09-10 09:30:38.143,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2075,"[13] recordIndex=0, author=Nuria, info=null, text=*Fiesta*, budget=USD 45.30, important=false, deadline=2022/08/20 12:30",OK
2021-09-10 09:30:40.434,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2105,"[14] recordIndex=0, author=Rocio, info=null, text=*Feria de Sevilla*, budget=GBP 60.20, important=false, deadline=2022/04/22 20:30",OK
2021-09-10 09:30:42.694,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2109,"[15] recordIndex=0, author=Beatriz, info=null, text=*Playa*, budget=EUR 7.20, important=true, deadline=2022/03/22 09:30",OK
2021-09-10 09:30:45.016,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2167,"[16] recordIndex=0, author=Jose Antonio, info=null, text=*Viva la vida*, budget=USD 9.40, important=false, deadline=2022/07/09 10:30",OK
2021-09-10 09:30:47.275,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2072,"[17] recordIndex=0, author=Francisco, info=null, text=*un buen corazón*, budget=GBP 2.40, important=false, deadline=2022/10/23 13:14",OK
2021-09-10 09:30:49.521,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2074,"[18] recordIndex=0, author=Maria, info=null, text=*forrado de oro*, budget=GBP 2.40, important=false, deadline=2022/10/23 04:14",OK
2021-09-10 09:30:51.802,acme.testing.anonymous.gusit.AnonymousListGusitTest,list,2123,"[19] recordIndex=0, author=Maialen, info=null, text=*la acción hacen que las horas parezcan cortas*, budget=EUR 7.62, important=false, deadline=2022/05/03 03:14",OK
