timestamp,test-class,test-method,time,description,result
2021-09-05 14:16:12.89,acme.testing.anonymous.entityToChange.AdministratorDashboardEntityToChangeShowTest,showNegativeCase,1780,"showNegativeCase()",OK
2021-09-05 14:16:14.624,acme.testing.anonymous.entityToChange.AdministratorDashboardEntityToChangeShowTest,show,1509,"show()",OK
2021-09-05 14:16:22.591,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2634,"[1] recordIndex=0, author=JoanMir, info=null, text=Empty entityToChange, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:16:25.452,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2687,"[2] recordIndex=0, author=JoanMir, info=https://corframework.com, text=Empty entityToChange, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:16:28.613,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2920,"[3] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, moneyAttributeToChange=EUR 20.00, flag=true, dateAttributeToChange=2022/04/09 00:00",OK
2021-09-05 14:16:31.551,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2723,"[4] recordIndex=0, author=Joselu, info=null, text=Sin fecha, moneyAttributeToChange=EUR 20.00, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:16:34.54,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2815,"[5] recordIndex=0, author=Joselu, info=null, text=Sin money, moneyAttributeToChange=null, flag=false, dateAttributeToChange=2022/04/09 00:00",OK
2021-09-05 14:16:37.366,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2649,"[6] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, moneyAttributeToChange=USD 20.00, flag=false, dateAttributeToChange=2022/05/06 00:00",OK
2021-09-05 14:16:40.368,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2828,"[7] recordIndex=0, author=Jose M, info=null, text=*trabajando*, moneyAttributeToChange=GBP 10.00, flag=true, dateAttributeToChange=2022/04/14 00:00",OK
2021-09-05 14:16:43.344,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2779,"[8] recordIndex=0, author=Juan Gil, info=null, text=*descansando*, moneyAttributeToChange=EUR 0.00, flag=true, dateAttributeToChange=2022/05/20 00:00",OK
2021-09-05 14:16:46.301,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2779,"[9] recordIndex=0, author=Juan Gil, info=null, text=*testing positive*, moneyAttributeToChange=EUR 0.02, flag=true, dateAttributeToChange=2021/12/12 09:20",OK
2021-09-05 14:16:49.428,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,2950,"[10] recordIndex=0, author=Juan Gil, info=null, text=*min money amount positive*, moneyAttributeToChange=EUR 0.01, flag=true, dateAttributeToChange=2021/12/12 09:20",OK
2021-09-05 14:16:52.711,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreatePositive,3113,"[11] recordIndex=0, author=Juan Gil, info=null, text=*really big money amount positive*, moneyAttributeToChange=EUR 11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111, flag=true, dateAttributeToChange=2021/12/12 09:20",Expected value 'EUR 11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111' in attribute 5 of record 0, but found 'EUR 11,111,111,111,111,111,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.00'
2021-09-05 14:16:54.214,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1314,"[1] recordIndex=0, author=null, info=null, text=null, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
2021-09-05 14:16:55.848,acme.testing.anonymous.entityToChange.AnonymousCreateEntityToChangeTest,CreateNegative,1462,"[2] recordIndex=0, author=null, info=null, text=autor vacio, moneyAttributeToChange=null, flag=false, dateAttributeToChange=null",OK
