timestamp,test-class,test-method,time,description,result
2021-06-28 00:35:46.375,acme.testing.anonymous.deolet.AdministratorDashboardDeoletShowTest,showNegativeCase,1477,"showNegativeCase()",OK
2021-06-28 00:35:47.85,acme.testing.anonymous.deolet.AdministratorDashboardDeoletShowTest,show,1323,"show()",OK
2021-06-28 00:35:54.321,acme.testing.anonymous.deolet.AnonymousListDeoletTest,list,2076,"[1] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR 20.00, important=true",OK
2021-06-28 00:35:56.454,acme.testing.anonymous.deolet.AnonymousListDeoletTest,list,1988,"[2] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, budget=USD 20.00, important=false",OK
2021-06-28 00:35:58.571,acme.testing.anonymous.deolet.AnonymousListDeoletTest,list,1966,"[3] recordIndex=0, author=Jose M, info=null, text=*trabajando*, budget=EUR 10.00, important=true",OK
2021-06-28 00:36:00.792,acme.testing.anonymous.deolet.AnonymousListDeoletTest,ListNegativeCase,2083,"ListNegativeCase()",OK
2021-06-28 00:36:18.208,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreatePositive,2013,"[1] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=EUR 20.00, important=true",OK
2021-06-28 00:36:20.429,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreatePositive,2063,"[2] recordIndex=0, author=Pedro, info=null, text=¿un valorant?, budget=USD 20.00, important=false",OK
2021-06-28 00:36:22.552,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreatePositive,1976,"[3] recordIndex=0, author=Jose M, info=null, text=*trabajando*, budget=EUR 10.00, important=true",OK
2021-06-28 00:36:23.87,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1159,"[1] recordIndex=0, author=null, info=null, text=null, budget=null, important=null",OK
2021-06-28 00:36:25.223,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1216,"[2] recordIndex=0, author=null, info=null, text=autor vacio, budget=null, important=null",OK
2021-06-28 00:36:26.543,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1180,"[3] recordIndex=0, author=texto vacio, info=null, text=null, budget=null, important=null",OK
2021-06-28 00:36:27.873,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1190,"[4] recordIndex=0, author=Nicol, info=nolink, text=link mal, budget=null, important=null",OK
2021-06-28 00:36:29.279,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1260,"[5] recordIndex=0, author=Jose, info=null, text=autor menor de 5, budget=null, important=null",OK
2021-06-28 00:36:30.616,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1199,"[6] recordIndex=0, author=qwertyuioplkjhgfdsdfghbvfdertgfertgvfdergvferftgvfreftgvfrfgvfrfgrftgfrftgfrthgbvfrtghbvgfrtghbgvftghbvgftghgb, info=null, text=autor mayor de 25, budget=null, important=null",OK
2021-06-28 00:36:32.078,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1320,"[7] recordIndex=0, author=texto mayor de cien, info=null, text=frhjbrehfjbsjhkfdshjgfsdjhbgshbjgfsjhbgfhbjgfhbjgfdjhbgfdjhbgfdhbjfdghbjfdghbjgfdbjhfdgbjhfdvjhbfdvhbjfdvhbjfdhvbjvfdhbjhvfdbjhbgfjvhbjgfdbjhgfbhjgfbhjfdjhbfdvhbjdfvhbjdvfhbjfvhbjvfbhjvfdbhjvfdhbjfvdbjhfvbhjfdhbjfdbjhfdhbjefrdhbjefrdshbjfrdbjhfrbhjfrehbjfrehbjefrhebjfrehbjfrebjhfrbjhfrehbjfrehbjfrehbjfrehbjefrhbjfrebjhfrehbjefrhbjferhbjfrehbjfrehbjferhbjfrehbjfrehbjfrehbjefrhbjefrhbjefrbhjefrhbjefrbjhefrbjhfrejhbfrehbjfrebjhefrbhjefrhbjfrehbjefrhbjfrehbjefrjhbefrbjhefrbjherfhbjfrehbjfrwehbjefrjhbefrhbjefrb…, budget=null, important=null",OK
2021-06-28 00:36:33.507,acme.testing.anonymous.deolet.AnonymousCreateDeoletTest,CreateNegative,1284,"[8] recordIndex=0, author=Joselu, info=null, text=Prueba el omori, budget=Bitcoin 20.00, important=true",OK
